provincia,id,tipo,comune,corso_acqua,tratto,regola,geometria,lunghezza_m,fonte
Cuneo,CN-PROT-071,protezione,Moretta,Bealera Robaglia,dal confine comunale con Torre San Giorgio a valle sino alla confluenza nella Bealera del Mulino. Sanfront,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-043,protezione,Narzole,Rio Giuminella,dalla sorgente in Regione Cornetti fino a 20 mt. prima del ponte Narzole-S.Nazario. Pianfei,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-044,protezione,Pianfei,Canale Gamberera,da 300 mt. a monte del tiro a volo sino alla piazzola del medesimo. Pietraporzio,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-045,protezione,Pietraporzio,Fiume Stura,dalla briglia situata 100 mt. a valle della confluenza del Rio Prati del Vallone fino al ponte del concentrico del paese. Polonghera,divieto / zona di protezione,linea (media),405,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-046,protezione,Polonghera,Torrente Varaita,dalla diga dell’incile della bealera del Molino fino alla confluenza della bealera Bealerasso.,divieto / zona di protezione,linea (bassa),1273,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-047,protezione,Polonghera,Torrente Varaita,divieto di pesca nel periodo compreso tra la prima domenica di ottobre e l'ultima domenica di febbraio nel tratto compreso tra il confine comunale Polonghera-Casalgrasso nei pressi della zona industriale di Polonghera e ,divieto / zona di protezione,linea (bassa),4008,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-055,protezione,Priero,Rio Molinazzo,dalla confluenza del torrente Cevetta alla confluenza del Rio Chiaggi nel rio Molinazzo (bivio S.P. 55 con strada per la costa di Priero) 400 metri a monte della confluenza con torrente Cevetta. Sant'Albano Stura,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-048,protezione,Priola,Fiume Tanaro,dallo sbocco del rio Borgato a valle sino al ponte Pian Chiosso. Racconigi,divieto / zona di protezione,linea (bassa),2188,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-049,protezione,Racconigi,Torrente Maira,da 200 mt. a valle della Diga della Baluarda fino al ponte della S.P. Racconigi-Casalgrasso. Robilante,divieto / zona di protezione,linea (bassa),735,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-073,protezione,Riserva Naturale Speciale Crava-Morozzo,Torrente Pesio,"dal ponte Morozzo-Pogliola a valle fino al ponte della S.P. Crava- Rocca de’ Baldi, nell’area istituita a Riserva Naturale Speciale Crava Morozzo",divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-074,protezione,Riserva Naturale Speciale Crava-Morozzo,Torrente Brobbio,"dal ponte S.P. Morozzo-S. Biagio fino alla confluenza nel T. Pesio, nell’area istituita a Riserva Naturale Speciale Crava-Morozzo. Valdieri Nei diritti esclusivi di pesca del Comune di Valdieri: Bealera della Peschiera: ",divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-051,protezione,Roaschia,Rio Bedale,"dal ponte d’accesso ai campi sportivi a valle fino al ponte di accesso al cimitero, compreso il Rio di Fontana Dragonera. Rocca de’ Baldi",divieto / zona di protezione,linea (bassa),266,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-050,protezione,Robilante,Torrente Vermenagna,dal ponte cavalcavia variante S.S. 20 (zona Molino Nuovo) sino al ponte strada S. Margherita. Roaschia,divieto / zona di protezione,linea (media),3556,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-053,protezione,Rossana,Rio Torto,dal ponte della S.P. per Lemma a valle fino al ponte per regione Peschiera Bracalla. Sale delle Langhe,divieto / zona di protezione,linea (bassa),2007,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-072,protezione,Sanfront,Torrente Albetta,dal ponte di Via Divisione Cuneense (strada provinciale n° 117) ed il ponte in Via Comba Albetta nel concentrico comunale.,divieto / zona di protezione,linea (media),1264,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-057,protezione,Savigliano,Rio Pertusio,dalla presa principale sul T.Maira a valle sino al cimitero,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-058,protezione,Savigliano,Rio Pertusio (affluente),dall’incile sul T. Maira al ponte sul sentiero “Bruno Tortone” per circa 500 m.,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-056,protezione,Stura,Canale Sarmassa,"dal ponte della S.P. all'altezza della cascina Grandi a valle fino al ponte sulla S.P. S. Albano- Mondovì, in fraz. Dalmazzi, per uno sviluppo di 2000 mt. circa. Savigliano",divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-061,protezione,Trinità,Canale Sarmassa,dal cavalcavia della ferrovia Torino-Savona a valle fino al ponte di via Levata in Fraz. Molini. per circa 3500 m.. Valgrana Canale S. Maria: dall’incile alla frazione Cavaliggi da una parte e allo sbocco nel T. Grana da,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-075,protezione,Valdieri,Torrente Gesso,divieto di trattenere la Trota marmorata (Salmo marmoratus) nel tratto del Torrente Gesso che va da 100 metri a valle del Salto della Brignola (ponte Andonno-Roaschia) a monte fino al ponte di Cialombard al confine con l,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-063,protezione,Vinadio,Torrente Corborant,in Loc. San Bernolfo da circa 500 mt. a monte del ponte nel concentrico fino al ponte stesso,divieto / zona di protezione,linea (media),511,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-064,protezione,Vinadio,Torrente Corborant,"in loc. Bagni, borgata Strepeis, dal ponte in legno presso la miniera a valle sino al ponte presso il rifugio GTA per circa 500 mt.",divieto / zona di protezione,linea (alta),315,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-065,protezione,Vinadio,Torrente Corborant,"in loc. Pianche, dal salto d’acqua a monte della passerella sulla strada militare alla confluenza con il F. Stura di Demonte.",divieto / zona di protezione,linea (alta),409,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Cuneo,CN-PROT-066,protezione,Vinadio,Torrente Riofreddo,dalle sorgenti fino alla Fontana Tracolet. Rio di Sant’Anna: dal ponte sottostante il Santuario per 1500 mt. circa. ACQUE SOGGETTE A DIRITTI DEMANIALI DI PESCA ESCLUSIVI DELLA PROVINCIA DI CUNEO IN GESTIONE DIRETTA Ceva,divieto / zona di protezione,marker,,Divieti di pesca e zone no-kill - Provincia di Cuneo 2025 (Carta acque pescabili)
Novara,NO-CG-02,campo_gara,Bolzano Novarese,Torrente Agogna,campo gara Bolzano: dalla confluenza con il torrente Membra fino alla Chiesa di San Martino in Entravo,campo gara permanente,linea (media),3712,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Novara,NO-CG-03,campo_gara,Briga Novarese,Torrente Agogna,campo gara Briga: dal ponte del municipio di Briga Novarese a valle fino al ponte di San Marco,campo gara permanente,linea (bassa),1446,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Novara,NO-CG-01,campo_gara,Cerano,Torrente Terdoppio (scolmatore),tra l'opera di presa della Roggia Cerana e il ponte di Via Vigevano,campo gara permanente,linea (bassa),183,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Novara,NO-NK-01,no_kill,Borgomanero,Torrente Agogna,dal ponte nuovo per Pisogno a valle fino al ponte per Pezzasco,"pesca a mosca artificiale, rilascio di tutto il pescato",linea (media),4599,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Novara,NO-SALM-01,salmonicola,Grignasco,Fiume Sesia,tratto salmonicolo nei Comuni di Grignasco e Prato Sesia; nei Comuni di Prato Sesia e Romagnano Sesia per circa 1 km,acque salmonicole,linea (bassa),4965,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Novara,NO-SALM-02,salmonicola,Orta San Giulio,Lago d'Orta,il lago d'Orta classificato fra le acque salmonicole,acque salmonicole,marker,,"Regolamento di pesca Provincia di Novara (2023, mirror pescafiume.it) - FONTE SECONDARIA/INCOMPLETA"
Torino,TO-DEP-18,concessione,Avigliana,Lago Grande di Avigliana,D.E.P. di privati,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-19,concessione,Avigliana,Lago Piccolo di Avigliana,D.E.P. della F.I.P.S.A.S.,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-03,concessione,Azeglio,Lago di Viverone (Azeglio),superficie in Comune di Azeglio (U.C.),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-09,concessione,Brusasco,Fiume Po e Dora Baltea,"Brusasco e Cavagnolo, sponde opposte (D.E.P. privati)",Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-11,concessione,Brusasco,Fiume Po,sponda destra Brusasco (D.E.P. F.I.P.S.A.S.),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-04,concessione,Candia Canavese,Lago di Candia,U.C. del Comune di Candia,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-22,concessione,Carmagnola,Fiume Po,dal confine di Lombriasco allo sbocco del torrente Meletta (D.E.P. del Comune di Carmagnola),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,linea (bassa),2266,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-12,concessione,Cavagnolo,Fiume Po,"sponda destra Cavagnolo, incluso lancone dei Piloni (D.E.P. F.I.P.S.A.S.)",Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,linea (media),1135,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-14,concessione,Chivasso,Canale Cavour,primo tratto (D.E.P. Coutenza Canali Cavour),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-21,concessione,Chivasso,Canale De Pretis,D.E.P. Coutenza Canali Cavour,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-17,concessione,Coassolo Torinese,Torrente Tesso (Rio Savant e Rio Monastero),nel Comune di Coassolo (D.E.P. del Comune),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,linea (media),2627,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-16,concessione,Germagnano,Torrente Stura di Lanzo,nel Comune di Germagnano non oltre S. Stefano (D.E.P. del Comune),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-06,concessione,Ivrea,Lago Sirio,D.E.P. di privati,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-07,concessione,Mazze,Fiume Dora Baltea,tra Pietra Mora e Rastelli di Saluggia (D.E.P. Soc. Pesca Sportiva Dora Baltea),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-05,concessione,Montalto Dora,Lago Pistono,,Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-01,concessione,Ribordone,Torrente Ribordone,Comune di Ribordone (D.E.P. del Comune),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,linea (media),9509,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-02,concessione,Ronco Canavese,"Torrenti Forzo e Guerra, Rii Comba/Lazin/Servino/Canaussa",Comune di Ronco C.se (D.E.P. del Comune),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-13,concessione,San Raffaele Cimena,Fiume Po,riva destra fino a meta alveo per 2150 m da ex confine Gassino-San Raffaele (D.E.P. Fipsas),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,linea (media),2206,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-15,concessione,Torino,Fiume Po,dallo sbocco della Dora Riparia in Torino al confine di S. Mauro T.se (D.E.P. F.I.P.S.A.S.),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-08,concessione,Verolengo,Fiume Dora Baltea,tenuta Del Duca; dal ponte S. Anna al confine comunale (D.E.P. privati),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,intero-corso,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
Torino,TO-DEP-10,concessione,Verolengo,Fiume Po Rotto,dal confine Verolengo alla confluenza con Dora Baltea (D.E.P. privati),Diritto esclusivo di pesca / uso civico - serve permesso del titolare/concessionario,marker,,Vademecum del Pescatore 2026 - Citta Metropolitana di Torino (agg. 20/02/2026)
